氷を 自在に 操る 力を もつ。 永久凍土の 雪山に 棲んでいるという。,フリーザー
伝説の とりポケモン。空気中の 水分を 凍らせ 吹雪を 作り出すことが できる。,フリーザー
サイコパワーで つくった 羽根の 刃は ぶ厚い 鉄板も 紙のように 切り裂く。,フリーザー
雷雲の 中に いると 言われる 伝説の ポケモン。雷を 自在に 操る。,サンダー
電気を 自在に 操る。 真っ黒な 雷雲の 中に 巣があると 言い伝えられている。,サンダー
空が 暗くなり 稲妻が 連続して 落ちていく 果てに 伝説の ポケモンは 現れる。,サンダー
ひと蹴りで ダンプカーを 粉々に する 脚力を もつ。 時速 300キロで 山を 駆けるという。,サンダー
羽根を こすり合わせると たちまち 雷が 落ちると 言われている 伝説の 鳥ポケモン。,サンダー
美しく 燃えあがる 翼で 山道を 照らし 遭難者を 助けたと 言い伝えられている。,ファイヤー
羽ばたくと 翼の 炎が 赤く 美しく きらめく 伝説の 鳥ポケモンの 1匹。,ファイヤー
昔から 火の鳥伝説として 知られる。 羽ばたくたびに 羽が 明るく 燃え上がり 美しい。,ファイヤー
烈火のごとき 邪悪な オーラに 当てられると 精魂が 尽き果て 真っ白に 燃えつきて しまうのだ。,ファイヤー
炎を 操る 伝説の 鳥ポケモン。体が 傷つくと 火口の マグマに 入り 全身を 燃やして 傷を 癒すと いう。,ファイヤー
目撃者が 少ないために 幻のポケモンと 呼ばれていた。脱皮した 皮が 見つかっている。,ミニリュウ
長らく 幻と されていたが 最近 釣りあげられて その 存在が 確認された。,ミニリュウ
とある 釣り師が 10時間の ファイトの 末に 釣り上げて 存在が 確認 された。,ミニリュウ
毎日に 近い ペースで 脱皮を 繰り返し 大きくなる。 脱皮したての 皮膚は やわらかい。,ミニリュウ
ながく 幻と 言われていた。 額にある 小さな 突起は 成長途中の ツノ。,ミニリュウ
きれいな 海や 湖に 棲む。 天候を 操る 力で 風に 乗り 空へと 昇る。,ハクリュー
大きな エネルギーを 体に ためている。 首と 尻尾の 水晶から エネルギーを 解き放ち あたりの 天気を 変えると いう。,ハクリュー
水晶の ような 玉には 天候を 操る パワーが 秘められていると いわれている。,ハクリュー
オーラに 包まれる 神聖な 生き物らしい。天気を 変える 力を 持つと 言われている。,ハクリュー
尻尾の 玉に 力を 集めて 天候を 操る。 オーラを まとう 姿は 神秘的。,ハクリュー
溺れている 人や ポケモンを 見つけると 助けずには いられない 心優しい ポケモン。,カイリュー
16時間で 地球を 1周できる。 嵐で 難破しかけた 船を 見つけると 陸地まで 誘導する 優しい ポケモン。,カイリュー
広い 海の どこかに 住処が あると 言われている。難破した 船を 陸まで 導いてくれる。,カイリュー
荒れ狂う 海も ものともせずに 飛んでいく。 その姿を 見かけた 船長は 海の化身と 呼んだ。,カイリュー
広い 海の どこかを 住みかにし 飛んで 移動すると 言われているが あくまで うわさに 過ぎない。,カイリュー
ミュウの 遺伝子から つくられた ポケモン。 圧倒的 パワーと 狂暴な 心を もつ。,ミュウツー
ある 科学者が 研究の 末に 生み出した。 その力は 戦うことに 特化 している。,ミュウツー
ミュウの 遺伝子を 組み替えて 生み出された。ポケモンで 一番 凶暴な 心を 持つという。,ミュウツー
サイコパワーが 身体の 筋肉を 増強。 握力は 1トン。 100mを 2秒で 走れるぞ。,ミュウツー
ミュウの 遺伝子と ほとんど 同じ。だが 大きさも 性格も 恐ろしいほど 違っている。,ミュウツー
すべての ポケモンの 遺伝子を もつと いう。 自由自在に 姿を 消すことが できるので 人に 近づいても まったく 気づかれない。,ミュウ
遺伝子には すべての ポケモンの 情報が 含まれているので あらゆる 技が 使えるという。,ミュウ
今でも 幻の ポケモンと いわれる。その姿を 見たものは 全国でも ほとんどいない。,ミュウ
顕微鏡で 覗いてみたら 非常に 短くて 細い こまやかな 体毛が 生えていた。,ミュウ
絶滅したと 言われているが 目撃 情報が あとを 絶たない 幻の ポケモン。,ミュウ
頭の 葉っぱで まわりの 温度や 湿度を 探る。 日差しを 浴びることが 大好き。,チコリータ
頭の 葉っぱから ほのかに 甘い 香りが 漂う。おとなしくて 日差しを 浴びるのが 大好き。,チコリータ
葉っぱを 振り回して 相手を 威嚇するが 葉っぱから 甘い 香りが 漂うので お互いに 和やかな 雰囲気に なるよ。,チコリータ
首回りの つぼみから におう スパイシーな 香りは かいだ 人を 元気に させる。,ベイリーフ
首の まわりから 発散する スパイスのような 香りには 元気を 出させる 効果がある。,ベイリーフ
首の 周りの くるりと 巻いた 葉っぱの 中には 小さな 木の芽が 1個 なっている。 その 香りは 人を 元気に させるぞ。,ベイリーフ
花の 香りは 気持ちを 穏やかに する。戦いの ときは 香りを 発散させて 相手の 戦う 気持ちを 鈍らせるのだ。,メガニウム
花びらから 発散される においには 争う 気持ちを 静める 成分が 含まれる。,メガニウム
背中から 炎を 噴き上げて 身を 守る。怒った ときの 炎は 勢いが いいが 疲れている ときは 不完全燃焼する。,ヒノアラシ
臆病で いつも 体を まるめている。 襲われると 背中の 炎を 燃え上がらせて 身を守る。,ヒノアラシ
臆病な 性格。 驚くと 背中の 炎が 一段と 強く 燃え上がる。,ヒノアラシ
おくびょうな 性格。驚くと 背中の 炎が 一段と 強く 燃え上がる。,ヒノアラシ
戦闘中 背中を 向けたら 要注意。 背中の 炎で 攻撃してくる 前触れだ。,マグマラシ
炎の 熱で 相手を 威嚇。 戦う 体勢になると 炎の 勢いが 増す。,マグマラシ
炎の 勢いと 熱風で 威嚇する。 素早い 身のこなしで 相手の 攻撃を かわしながら 同時に 炎で 燃やす。,マグマラシ
戦いの前 背中を 向けて 自分の 炎が どれくらい すごいかを 相手に 見せつける。,マグマラシ
灼熱の 炎で 周りに 陽炎を つくりだして 姿を 隠す ことが できる。 燃えあがる 爆風は すべてを 焼き尽くすぞ。,バクフーン
怒りが 最高潮のとき 触ったもの すべて 一瞬で 燃え上がらせるほどに 熱い。,バクフーン
燃えさかる 体毛を こすり合わせ 爆風を 起こして 攻撃する。 大技を 隠し持っている。,バクフーン
炎の 爆風で 攻撃。 しゃく熱の 炎で 陽炎を 作り出し 姿を 隠す。,バクフーン
発達した アゴは パワフルで なんでも かみくだいて しまうので 親のトレーナーでも 要注意。,ワニノコ
小さいながらも 暴れん坊。 目の前で 動くものが あれば とにかく かみついてくる。,ワニノコ
発達した アゴを 持ち なんにでも かみつく 習性。 トレーナーも 注意が 必要。,ワニノコ
キバは 抜けても 次から 次に 生えてくる。 いつも 口の中には 48本の キバが そろっている。,アリゲイツ
一度 かみついたら 絶対に 離さない。 キバの 先が 釣り針 みたいに 反り返って いるので 一度 刺さると 抜けなく なるのだ。,アリゲイツ
一度 かみつくと キバが 抜けるまで 絶対に 離さない。 抜けた キバは すぐに 生えてくる。,アリゲイツ
大きな 口を 開けて 相手を 威嚇する。 強靭な 後ろ足で 地面を 蹴って ものすごい スピードで 突進 してくるぞ。,オーダイル
大きく 力強い アゴで かみつくと そのまま 首を振って 相手を ずたずたに 引きちぎる。,オーダイル
普段は ゆっくりとした 動きだが 獲物に かみつくときは 目にも 止まらない スピードだ。,オーダイル
遠くまで 見れるように 尻尾を 使って 立つ。敵を 見つけると 大声で 仲間に 知らせる。,オタチ
見張り役は 鋭く 鳴いたり 尻尾で 地面を たたいたりして 仲間に 危険を 知らせる。,オタチ
とても 神経質な 性格。 遠くまで 見渡せるように しっぽを 使って 背伸びをする。,オタチ
眠る ときには 交代で 見張りをする。 危険を 察知すると 仲間を おこすのだ。 群れから はぐれると 怖くて 眠れなくなる。,オタチ
細長い 体の 形に 合わせた 巣を 作り 他の ポケモンは 入れなくしている。,オオタチ
母親は 細長い 体で 子供を 包みこみ 眠らせる。速い 動きで 敵を 追い込む。,オオタチ
敵に 襲われても 細い すき間に するりと 潜り込んで 逃げる ことが できる。手足は 短いが とても すばしっこい。[dex 1],オオタチ
体内の 時間の 間隔は どんなときでも 正確で 決まった リズムで 首をかしげる。,ホーホー
いつも 一本足で 立っている。 脚を 入れ替える 瞬間は 素早くて なかなか 見られない。,ホーホー
体の 中には 地球の 自転を 感じ取る 器官を 持っているので 毎日 同じ 時間に なると 鳴き声を あげる。,ホーホー
正確に 時を 告げることから 世界の ことわりを わきまえた 知恵の神様 とする 国もある。,ホーホー
つも きまった 時間になると 鳴きだすので 時計代わりに 連れ歩く トレーナーもいる。,ホーホー
物事を 考え出すと 首を 180度 回転させて 頭の 働きを 高める。,ヨルノズク
特殊な つくりの 両目は わずかな 光さえ あれば 暗闇でも 昼のように 見える。,ヨルノズク
BW/B2W2) 特殊な 作りの 両目は わずかな 光さえ あれば くらやみでも 昼のように 見える。,ヨルノズク
わずかな 光でも 見える 優れた 目と 羽音を 立てない 柔らかい 羽の おかげで 暗闇では 獲物を 絶対に 逃がさない。,ヨルノズク
暗闇でも はっきり 見える 目を 持っており 獲物を 逃がさない。 闇夜の 帝王とも 呼ばれる。,ヨルノズク
群れを 作らないと 不安で 動けなくなるほど おくびょう。 においで 気持ちを 伝え合う。,レディバ
臆病で すぐに 群れを作る。脚から 出る 液体の においで 自分の 居場所を 知らせる。,レディバ
とっても 臆病な ポケモン。 仲間と 一緒に リフレクターを 張って 巣を 守って いるのだ。,レディバ
臭いのする 体液で 仲間と コミュニケーションする。 怒った ときの 臭いは すっぱいぞ。,レディバ
臆病で 常に 群れていないと 不安。背中の模様は 1匹 1匹 微妙に 違う 形。,レディバ
夜空に 星が 瞬くとき 輝く 粉を 振りまきながら ひらひらと 飛んでいく。,レディアン
背中の 星模様は 夜空の 星の数に 反応して 大きくなったり 小さくなる。,レディアン
背中の 模様は 夜空の 星と 関係 していると 言われているが 詳しいことは まだ 不明のまま。,レディアン
きらめく 粉を 振りまきながら 夜空を 飛ぶ。 粉が 身体に つくと いいことが あるといわれる。,レディアン
星明りが エネルギーと いわれるが 普通に 木の実も 大好物。 昼間は 草に 包まって 寝てる。,レディアン
糸で つくった ワナは 第2の 神経。 糸を 伝わる わずかな 振動 だけで 獲物の 種類が わかると いわれている。,イトマル
好物の アブリーが 巣に かかるまで ひたすら 待ち続ける。 実に 辛抱強い ポケモン。,イトマル
キバの 毒は さほど 強くないが 巣に かかって 動けない 獲物を 弱らせるには 充分。,イトマル
糸を はいて 作った 巣は 結構 頑丈。 10キロの 岩を 乗せても 破れない。,イトマル
丈夫な 糸を より合わせ さかなポケモンを 捕らえる 網を こしらえる 漁師も いるぞ。,イトマル
獲物の 体に 糸を つけて わざと 逃がす。糸を たどれば 仲間ごと 捕まえられるからだ。,アリアドス
夜ごと 獲物を 求めて さ迷う。 見つけた 獲物に 糸を 吐き 身動きを 封じて キバで かじる。,アリアドス
尻からも 口からも 糸をだす。 糸で 獲物を 絡め取り ゆっくりと 体液を すする。,アリアドス
糸を はいて 獲物を 捕らえる。 夜に なると 巣から 離れて 積極的に 狩りを するぞ。,アリアドス
足の 先端には 小さな カギヅメが あり 天井や 垂直の 壁も 歩ける。 細く 丈夫な 糸で 敵を 絞めあげる。,アリアドス
腕か 足の どちらかだけで 羽ばたいている ときは 長い 距離を 飛んでいる 証拠。 疲れると 羽ばたく ハネを 変えるのだ。,クロバット
両足が 羽に 変化。 音を たてずに 高速で 飛び 獲物の うなじに キバを たてる。,クロバット
キバが 鋭いので 暗闇で 噛まれ 血を 吸われても 痛みが なくて すぐに 気が つかない。,クロバット
耳を すまさないと 聞こえないほど 小さな 羽音で ねらった 獲物に 忍び寄るぞ。 後ろ足の ハネで 枝に つかまり 休む。,クロバット
4枚の 羽で より 静かに より 速く 飛べるように なった。 夜になると 活動を はじめる。,クロバット
2本の 触手は 元は ヒレ。 電気を 放って 獲物を しびれさせてから 襲う。,チョンチー
2本の 触手から プラスと マイナスの 電気を 流して 獲物を 気絶 させる。 電気の 灯りは 仲間との サインだ。,チョンチー
暗い 海底では いつも 点滅している 触手の 明かり だけが 通信手段。,チョンチー
プラスと マイナスの 電気を 触手の 先から 流す。 敵を 感電させてしまうのだ。,チョンチー
2本の 触手が ほのかに 光って 獲物を 呼び寄せる。 夜釣りに 便利な ポケモンだ。,チョンチー
まぶしい 光を 放って 相手の 目を くらませ 動けない あいだに まるのみに してしまう。,ランターン
深海の星 と 呼ばれる ポケモンだ。 触手の 中の バクテリアと 体液を 化学反応させる ことで 光を つくる。,ランターン
ムーン) 強い 光を 放ち 獲物の 目を くらませる。 隙が できたら 電撃を お見舞いする。,ランターン
海中の 遥か 深くに 棲む。 光で 獲物の 目を くらませて ひるんだ 隙に 丸呑みに する。,ランターン
強い 光を 放ち 獲物の 目を 眩ませる。 隙が できたら 電撃を おみまいする。,ランターン
可愛いけれど 一緒に暮らすなら 電気ショックで ビリビリに される 覚悟を しなければ いけないのだ。,ピチュー
まだ 電気を 扱うのが ヘタ。ちょっと 目を 離すと 自分の 電気で しびれていることも。,ピチュー
ほほの 電気袋は 小さく ちょっとでも 電気が あふれると 自分自身が しびれてしまう。,ピチュー
ほっぺに 電気袋が ある。 充電 できているときは 元気いっぱい 遊びまわる。,ピチュー
まだまだ 電気を ためるのが下手。驚いたり 笑ったりすると すぐに 放電 してしまう。,ピチュー
お星さまのような シルエット。 その姿から 流れ星に乗って やって来ると 信じられている。,ピィ
流星の 煌めく 深夜に じっと 空を 眺める 姿は 故郷に 思いを 馳せているよう。,ピィ
夜空の 星に 似た シルエット。 流れ星に 乗って やってくると 信じられている ポケモン。,ピィ
流れ星の 多い 夜に 群れ 輪になって ダンス。 その 姿を 見ると ちょっと いいことが あるよ。,ピィ
そのシルエットから お星様の 生まれ変わりと 信じられている。 なぜか メテノが 大好き。,ピィ
マシュマロ みたいな 触り心地の 体から ほんのり 甘い においが 漂ってくるよ。 においは 敵の 気持ちを 穏やかにする。,ププリン
歌うのが 好きだが まだまだ 下手。 ちゃんと ほめてあげると 少しずつ 上手に なっていくよ。,ププリン
ほんのり 甘い 香りが して よく 弾む 柔らかい 体は 一度 弾みだすと 止まらない。,ププリン
柔らかく 弾力性のある 体は 一度 弾むと 全然 止まれなくなってしまう。,ププリン
声帯が まだ 十分に 発達して いないので 歌い 続けると ノドが 痛む。 きれいな 小川の 水で うがいをするよ。,ププリン
殻の中に 幸せが たくさん つまっているらしく 優しくされると 幸運を 分け与える という。,トゲピー
みんなの 感じた 優しさや うれしさを 幸せに 変えている。 殻の中は 幸せ ばかりだ。,トゲピー
人や ポケモンが 発している 優しさや 楽しい 気持ちを エネルギーに している。 カラの 中に ためた 幸せを 分けている。,トゲピー
幸運の シンボル。 殻の 中には 幸せが たくさん　つまっている という。,トゲピー
幸運を もたらす ポケモンと いわれている。 純粋な 心の 持ち主を みつけると 姿を あらわし 幸せを 分け与える。,トゲチック
優しい人の そばに いないと 元気が でなくなってしまう。 羽を動かさずに 空に浮かべる。,トゲチック
幸せを 分け与えるため 心優しい 人を 捜し求め 世界中を 飛び回っている。,トゲチック
優しい人の そばに いないと 元気が 出なくなってしまう。 羽を動かさずに 空に浮かべる。,トゲチック
心優しい 人の 前に 幸せを もたらすため 姿を 現すと 言われている。,トゲチック
羽が まだ 育って いないので 飛べない。 目を 合わせると じっと 見つめるが 相手が 少しでも 動くと 飛び跳ねて 逃げていく。,ネイティ
ジャンプ力の 発達した ポケモン。 大人の 背丈 以上のある 高さの 枝に ひらりと 飛び乗り 木の芽を ついばむ。,ネイティ
こちらを じっと 観察するような 眼差し。 ちょっとでも 近付くと ぴょんぴょん はねて 逃げていく。,ネイティ
サボテンの つぼみや トゲを 器用に 避けながら ついばむ。 飛び跳ねるようにして 移動する。,ネイティ
普段は 地上で エサを 探すが ごくたまに 木の枝に 飛び乗って 木の芽を ついばんだりする。,ネイティ
未来を 見通して いるが その 変化を 望んでいないので じっと 動かずに いるらしい。,ネイティオ
朝方 昇る 太陽を じっと 見つめ 祈りを ささげると ほとんど 動かず 1日を終える。,ネイティオ
1日中 太陽を 見つめて 動かない。 未来を 見通す 力を 持つと 信じられ 聖なる ポケモンとして 祭る 人も いる。,ネイティオ
過去と 未来を 見通せる。 毎日 太陽の 動きを 見続けている 不思議な ポケモン。,ネイティオ
ほとんど 動かず 鳴きもせず じっとするのは 過去と 未来を 見ているからだと 信じられている。,ネイティオ
ふかふかの 体毛は 空気を たくさん 含んで 夏は 涼しく 冬は 温かいのが 特徴。,メリープ
寒くなり 静電気が たまると 体毛が 2倍に ふくれあがり しっぽの 先が ほんのり 光る。,メリープ
体毛が こすれて 静電気が たまる。 電力が 沢山 たまるほど 尻尾の 先に ついた 電球が 明るく 光る。,メリープ
綿毛が こすれ 電気が たまる。 かわいいからと 素手で 触ると バチッと 痺れて 痛いのだ。,メリープ
ふわふわの 体毛は 静電気が たまると 2倍に 膨らむ。触ると 感電してしまう。,メリープ
産毛すら はえなくなった 部分の 皮膚は ゴムのように 電気を さえぎるので 自分は しびれない。,モココ
体毛の 性質が 変化するので 少ない 量でも 沢山の 電気を つくりだせる。 電気を 遮る つるつるの 肌を 持つ。,モココ
体毛に ためた 電気が 満タンになると しっぽが 光る。触れると しびれる 毛を 飛ばす。,モココ
ふかふかの 毛に 電気を ためこむ。 蓄えすぎて ところどころ つるつるに 禿げあがって しまった。,モココ
ふかふかの 体毛は 電気を ためやすいが ゴムのような 皮膚の おかげで 自分は しびれない。,モココ
しっぽの 先が 光り輝く。 昔の 人たちは その 明かりを 使って 合図を 送りあった。,デンリュウ
シッポの 光は 宇宙まで 届くので どこにいるか まるわかり。 だから 普段は 消している。,デンリュウ
膨大な エネルギーが 細胞を 激しく 刺激。 眠っていた ドラゴンの 血が 目覚めたらしい。,デンリュウ
メガシンカの 過剰な エネルギーが 遺伝子を 刺激。 抜け落ちたはずの 体毛が 再び 生えてきた。,デンリュウ
しっぽの 先は まぶしく 光り 遠く 離れた 外国まで 届き 海の道標 となる。,デンリュウ
南国に 多く 生息する。 踊るとき 花びらが 触れあい 心地よい 音が 鳴り響く。,キレイハナ
全身の 体毛は 水を 弾く 性質を 持ち 水浴び しても 乾いている。,マリル
よく 水を 弾く 体毛は 冷たい 海から 上がったときでも すぐに 乾いて 寒くないのだ。,マリル
脂が 詰まっている しっぽが 浮き袋の 代わりと なるので 流れの 速い 川も 平気。,マリル
尻尾の 先には 水より 軽い 油が つまっているので 浮き袋の かわりに なるのだ。,マリル
しっぽを 浮き袋にして 水中に 潜る。 川底の 水草が 好物。,マリル
長い 耳は 優れた センサー。川底で 動く 生き物の 音を 聞き分ける ことが できる。,マリルリ
長い 耳は 優れた センサー。水の中の 音を ききわけて なにが 動いているのか わかる。,マリルリ
川や 湖に 生息する。 水の 中では 体の 色と 模様が 敵の 目を あざむく。,マリルリ
1日中 水の 中で 過ごせるのは 空気を たっぷり 吸い込んで ためておけるからだ。,マリルリ
空気が 詰まった 泡を 作る。 ルリリが 川で 遊ぶときは この 泡で 包んであげるのだ。,マリルリ
木の ふりをして 道端に 立っているが 雨が 降ってくると いつの間にか 姿を 消す。,ウソッキー
ベースキャンプにいるポケモンたちと 仲良くしたいのか よく来ているよ。木の真似をしながら 近づこうとしたけど びっくりすると すぐ 逃げてしまっていたね。,ウソッキー
襲われないように 木のまねをする。 水が 苦手で 雨が 降り出すと いつの間にか 姿を 消す。,ウソッキー
攻撃 されないように ひたすら 木のマネをしているが 水は苦手で 雨になると どこかに 逃げ出す。,ウソッキー
しなやか かつ たくましい 腕は 同じポーズを とり続けるうちに 鍛えられた 賜物 なのだ。,ウソッキー
夜になると 池の 畔に 現れる。 怒鳴るような 声で 鳴いて 縄張りを アピールするぞ。,ニョロトノ
鳴き声が 響きわたると あちこちから ニョロモや ニョロゾたちが 集まってくる。,ニョロトノ
月夜に 集まり 大合唱。 その鳴き声は 怒鳴り声のようで 美しくはないが 味が あるぞ。,ニョロトノ
がなるような 鳴き声なのに とある 作曲家は 影響を 受けて 美しい バラードを 作った。,ニョロトノ
風に 乗って ふわふわ 漂う ポケモン。 強風の 気配を 感じると 仲間同士 葉っぱを 絡め 飛ばされない 準備をする。,ハネッコ
とても 軽い 体。吹き飛ばされないように しっかり 地面を 踏みしめている。,ハネッコ
頭の上に 咲いた 花は 気温によって 開いたり 閉じたりする 性質を 持つ。,ポポッコ
太陽の 光を 浴びるため 花びらを 広げるだけでなく 近づこうと 空に 浮かんでしまう。,ポポッコ
気温が 高くなると 花開く。 空に 浮かんで 日差しを いっぱい 浴びようとする。,ポポッコ
気温が 18度を 超えると 花が 開く。 温度に より 花の 開きかたが 変わるので 温度計の 代りに することも ある。,ポポッコ
暖かい 南風に 乗って 海を 越え 外国まで 飛んでいってしまう ポケモン。 冷たい 空気に 触れると 地面に 降りる。,ワタッコ
どんな 風に あおられても 綿毛を 自在に 操って 世界の 好きなところへ 行ける。,ワタッコ
季節風に 流されて 世界を 1周してしまう。途中で 綿胞子を ばらまく。,ワタッコ
高い 木の上で 暮らしている。 枝から 枝へ 飛び移るとき 尻尾で 巧みに バランスをとる。,エイパム
器用に 動く 尻尾の 先を 手のひらの 代りに 使っていたら 反対に 両手が 不器用に なってしまった ポケモンだ。,エイパム
しっぽを使って 枝を飛び移りながら あちこちへ 移動するよ。力強くて 器用な しっぽは 茂みを 切り払うこともできるんだ。,エイパム
大きな 木の 上で 暮らす。 寝ている 間に 落ちないように しっぽを 幹に 巻きつけておく。,エイパム
力強い 尻尾だけで 木の枝に ぶら下がって 体を 支えることが できる。,エイパム
葉っぱの 裏側に たまった 朝露だけを 飲んで 暮らす。他には なにも 食べないという。,ヒマナッツ
ある 朝 突然 降ってくる。弱いのを 知っており 進化まで ひたすら 栄養を ためこむ。,ヒマナッツ
ある朝 突然 降ってくる。 オニスズメに 襲われると 葉っぱを 激しく 振って 追い払う。,ヒマナッツ
ある朝 突然 降ってくる。夏が 寒かった 次の 年は 数が 爆発的に 増える。,ヒマナッツ
体に ためた 栄養は 進化の ときまで 取っておくため ほとんど 動こうとしない。なにも 食べずに 朝露 だけを 飲んでいる。,ヒマナッツ
暑い 季節が 近づくと 顔の 花びらは 鮮やかになり 活発に 動くようになる。,キマワリ
浴びた 日差しを エネルギーに 変換 するため 昼間は ずっと 太陽の 方を 向いている。,キマワリ
太陽エネルギーから 栄養を つくりだす。 気温の 高い 日中 活発に 動き 太陽が 沈むと ぱったり 動かなくなる。,キマワリ
暖かい 日差しが エネルギー。太陽を 追いかけて 移動する 習性で 知られている。,キマワリ
ハネを 高速で はためかせて 空中で 停止 しながら 自分の 縄張りを 見張っている。,ヤンヤンマ
顔を 動かさずに 360度 すべてを 見渡す 目を 持つので 真後ろの 獲物も 見逃さない。,ヤンヤンマ
高速で 羽を 羽ばたかせると 衝撃波が 発生して まわりの 窓ガラスが 割れていく。,ヤンヤンマ
高速で 羽ばたくことで 空中を 自由自在に 飛ぶ。急停止 だって へっちゃら。,ヤンヤンマ
目玉を 動かさずに 360度 見渡せる。 急ブレーキや 方向転換が 得意。 ねらった 獲物を 素早く 追いつめていく。,ヤンヤンマ
ても臆病なので ヌオーに くっついて 暮らしているんだ。毒の粘液を まとっているので さわると ビリビリしてしまうんだよ。,ウパー
普段は 水の 中で 暮らしているが エサを 探すときなど たまに 地上に 出てくる。 陸では 毒の 粘液で 体を 覆う。,ウパー
地上を 歩くときは 皮膚が 乾燥 しないように 毒の 粘膜で 体を 被っている。,ウパー
冷たい 水の中で 生活。あたりが 涼しくなると エサを 探しに 地上にも 現れる。,ウパー
冷たい 水の 中で 暮らす。 水底の 泥に 体を 半分 埋めて 眠る。,ウパー
船底や 川の岩に 頭を ぶつけまくっても 気にせず 気ままに 泳いでいる のんきな ポケモン。,ヌオー
鈍感な ポケモン。 泳いでいるとき 岩や 船底に 頭を ぶつけても 気にしない。,ヌオー
体は いつも ぬめっている。 泳ぐたびに 川底に 頭を ぶつけているが 気に していない。,ヌオー
のんびりとした 性格で 気ままに 泳いでは いつも 船底に 頭を ぶつけている。,ヌオー
のんびりとした 性格。川底で 口を 開けて エサが 飛びこんでくるのを ひたすら 待つ。,ヌオー
空気の流れを読むことで あらゆることを 予知する力を 持っているよ。 トキシキの森では 道に迷わないよう 導いてくれている ようだったね。,エーフィ
細く 短い 体毛で 空気の 流れから 相手の 行動 まで 一瞬で 読み取ってしまう。,エーフィ
全身の 細やかな 体毛で 空気の 流れを 感じて 敵の 考えや 天候を 予測する。,エーフィ
空気の 流れを 読みとることで これからの 天気や 相手の 動きなどを すべて 当ててしまう。,エーフィ
認めた トレーナーには 極めて 忠実。トレーナーを 危険から 守る ために 予知能力が 発達したと いわれている。,エーフィ
月の 光が イーブイの 遺伝子を 変化させた。 闇に 潜み 獲物を 待つ。,ブラッキー
月の 波動を 受けて 進化した ポケモン。暗闇に じっと 潜み 相手を うかがう。襲いかかる とき 体の 輪っかが 光る。,ブラッキー
満月の 夜や 興奮 したとき 全身の 輪っか模様は 黄色く 光る。,ブラッキー
サン) 怒ると 全身の 毛穴から 毒素の 混じった 汗を 吹き出し 相手の 目を 狙う。,ブラッキー
月の 波動を 浴びると 全身の 輪っか模様が 光り 不思議な 力に あふれるのだ。,ブラッキー
不吉の 証と 嫌われるが 仲良しの トレーナーには キラキラ 光るものを プレゼントするよ。,ヤミカラス
輝く 物を 拾っては 秘密の 場所に 隠しておく。よく ニャースと 奪い合いになる。,ヤミカラス
深い 森へ 誘いこもうと 旅人の 近くに 集まる。 不幸を 運ぶと 言われている。,ヤミカラス
光るものに 目が ない。 お宝を 求めて 宝石を ため込む ガバイトの 巣に 忍び込むことも。,ヤミカラス
不幸を 運ぶと いわれ 恐れられていた。 キラキラ 光る ものに 興味を 示し 女性の 指輪を 取っていこうとする。,ヤミカラス
すごい 知性と ひらめきを 持っている。どんなときでも あわてず 騒がず のんびりとしている。,ヤドキング
世界の 不思議を 解明 するため 毎日 研究 しているが 頭の シェルダーが 外れると 全部 忘れてしまう らしい。,ヤドキング
シェルダーに かまれたことによって 世界的権威の 科学者に 並ぶほどの 知能を 得た。,ヤドキング
かまれたとき 頭に 染みこんだ 毒素に よって ただならない 能力に 目覚めた ヤドン。,ヤドキング
噛まれた 毒素の 影響で 天才的 頭脳の 持ち主に。 サイコパワーを 自在に 操る。,ヤドキング
すすり泣く ような 鳴き声で 怖がらせる。 相手の 怖がる 心を 赤い 玉で 吸収して 栄養に している らしい。,ムウマ
怖がる 心を 赤い 玉で 吸収して 栄養にする。 昼間は 暗がりで 眠っている。,ムウマ
真夜中 人を 驚かせては 怖がる心を 集めて 自分の エネルギーに している ポケモン。,ムウマ
人が 泣き叫ぶ 声を 真似て みんなを おびえさせ 喜ぶ。 肝が 据わった 相手は 苦手。,ムウマ
あの手 この手で 人を 驚かし 生命エネルギーを 吸い取る。 驚かす 練習は 欠かさない。,ムウマ
1匹で いても なにも 起きないが 2匹 以上で 並ぶと なにかの 力が 芽生えるという。,アンノーン
体自体は 薄っぺらく いつも 壁に 張りついている。 形に なにか 意味があるらしい。,アンノーン
テレパシーを 使い 仲間同士で 意思疎通を しているらしい。 いつも 壁に 張り付いている。,アンノーン
黒い しっぽを 必死になって 隠すのは しっぽに 秘密がある 証拠だと 勘ぐられている。,ソーナンス
真っ黒な 尻尾を 隠すため 暗闇で ひっそりと 生きている。自分からは 攻撃しない。,ソーナンス
光や ショックを 嫌う。攻撃されると 体が ふくらみ 反撃が 強力に なる。,ソーナンス
ひたすら 我慢する ポケモンだが 尻尾を 攻撃される ことだけは 我慢 できない。相手を 道連れにする チャンスを 伺う。,ソーナンス
尻尾にも 小さな 脳がある。 近寄ると においに 反応して かみついて くるので 注意。,キリンリキ
しっぽも 小さい 脳を 持つ。 後ろから 忍び寄る 相手を 噛みついて 撃退する。,キリンリキ
しっぽの 頭にも 小さな 脳があり 後ろを 向いたままでも 本能で 戦うことが できる。,キリンリキ
眠っている あいだ 尻尾の 頭が あたりを 見張っている。 尻尾は 眠らなくても 平気。,キリンリキ
